hgnc_id,symbol,name,locus_group,locus_type,status,location,alias_symbol,prev_symbol,gene_group,entrez_id,ensembl_gene_id,refseq_accession
HGNC:59200,LINC03229,long independently transcribed non-coding RNA 3229,non-coding RNA,"RNA, long non-coding",Approved,21q21.2,,,Long independently transcribed non-coding RNAs,105372750.0,ENSG00000287612,
HGNC:59201,LINC03230,long independently transcribed non-coding RNA 3230,non-coding RNA,"RNA, long non-coding",Approved,21q21.2,,,Long independently transcribed non-coding RNAs,105372749.0,ENSG00000288094,
HGNC:59204,LINC03232,long independently transcribed non-coding RNA 3232,non-coding RNA,"RNA, long non-coding",Approved,22q13.33,CTA-384D8.34|U62317.4,,Long independently transcribed non-coding RNAs,102724608.0,ENSG00000273272,
HGNC:59214,LINC03233,long independently transcribed non-coding RNA 3233,non-coding RNA,"RNA, long non-coding",Approved,12q13.13,,,,105378250.0,ENSG00000286069,NR_189105
HGNC:59215,LINC03234,long independently transcribed non-coding RNA 3234,non-coding RNA,"RNA, long non-coding",Approved,12q13.13,,,Long independently transcribed non-coding RNAs,440101.0,ENSG00000249388,NR_026655
HGNC:27470,LINC03235,long independently transcribed non-coding RNA 3235,non-coding RNA,"RNA, long non-coding",Approved,12q14.1,,,Long independently transcribed non-coding RNAs,283387.0,ENSG00000245651,NR_148947
HGNC:59218,LINC03236,long independently transcribed non-coding RNA 3236,non-coding RNA,"RNA, long non-coding",Approved,12q14.1,,,Long independently transcribed non-coding RNAs,105369784.0,ENSG00000279134,
HGNC:59219,LINC03237,long independently transcribed non-coding RNA 3237,non-coding RNA,"RNA, long non-coding",Approved,12q14.1,,,Long independently transcribed non-coding RNAs,105369793.0,ENSG00000286402,
HGNC:59220,LINC03238,long independently transcribed non-coding RNA 3238,non-coding RNA,"RNA, long non-coding",Approved,12q14.2,,,Long independently transcribed non-coding RNAs,105369797.0,ENSG00000309974,
HGNC:59223,LINC03239,long independently transcribed non-coding RNA 3239,non-coding RNA,"RNA, long non-coding",Approved,12q14.3,,,Long independently transcribed non-coding RNAs,105369808.0,ENSG00000255866,
HGNC:59224,LINC03240,long independently transcribed non-coding RNA 3240,non-coding RNA,"RNA, long non-coding",Approved,12q15,,,Long independently transcribed non-coding RNAs,124902957.0,ENSG00000286563,
HGNC:59226,LINC03241,long independently transcribed non-coding RNA 3241,non-coding RNA,"RNA, long non-coding",Approved,12q15,,,Long independently transcribed non-coding RNAs,124902959.0,ENSG00000306323,
HGNC:59228,LINC03242,long independently transcribed non-coding RNA 3242,non-coding RNA,"RNA, long non-coding",Approved,12q21.1,,,Long independently transcribed non-coding RNAs,105369838.0,ENSG00000295067,
HGNC:59229,LINC03243,long independently transcribed non-coding RNA 3243,non-coding RNA,"RNA, long non-coding",Approved,12q21.1,,,Long independently transcribed non-coding RNAs,101929967.0,ENSG00000297497,
HGNC:53956,LINCADL,lincRNA adipogenesis and lipogenesis associated,non-coding RNA,"RNA, long non-coding",Approved,5q23.1,linc-ADAL,,Long non-coding RNAs with non-systematic symbols,107986443.0,ENSG00000287148,NR_157226
HGNC:49089,LINCMD1,"long independently transcribed non-coding RNA, muscle differentiation 1",non-coding RNA,"RNA, long non-coding",Approved,6p12.2,,MIR133BHG|LINC-MD1,Long non-coding RNAs with non-systematic symbols,101154644.0,ENSG00000225613,NR_131248
HGNC:21205,LINGO1,leucine rich repeat and Ig domain containing 1,protein-coding gene,gene with protein product,Approved,15q24.3,FLJ14594|LERN1,LRRN6A,I-set domain containing|LINGO family,84894.0,ENSG00000169783,NM_032808
HGNC:27368,LINGO1-AS1,LINGO1 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,15q24.3,,,Antisense RNAs,253044.0,ENSG00000259666,NR_045123
HGNC:51423,LINGO1-AS2,LINGO1 antisense RNA 2,non-coding RNA,"RNA, long non-coding",Approved,15q24.3,,,Antisense RNAs,101929478.0,ENSG00000259281,NR_120361
HGNC:21207,LINGO2,leucine rich repeat and Ig domain containing 2,protein-coding gene,gene with protein product,Approved,9p21.2-p21.1,LERN3,LRRN6C,I-set domain containing|MicroRNA protein coding host genes|LINGO family,158038.0,ENSG00000174482,NM_152570
HGNC:21206,LINGO3,leucine rich repeat and Ig domain containing 3,protein-coding gene,gene with protein product,Approved,19p13.3,LERN2,LRRN6B,I-set domain containing|LINGO family,645191.0,ENSG00000220008,NM_001101391
HGNC:31814,LINGO4,leucine rich repeat and Ig domain containing 4,protein-coding gene,gene with protein product,Approved,1q21.3,,LRRN6D,I-set domain containing|LINGO family,339398.0,ENSG00000213171,NM_001004432
HGNC:53170,LINP1,lncRNA in non-homologous end joining pathway 1,non-coding RNA,"RNA, long non-coding",Approved,10p14,PARROT,LINC00707,Long non-coding RNAs with non-systematic symbols,108570035.0,ENSG00000223784,NR_138480
HGNC:30922,LINS1,lines homolog 1,protein-coding gene,gene with protein product,Approved,15q26.3,WINS1,LINS|MRT27,,55180.0,ENSG00000140471,NM_018148
HGNC:6617,LIPA,"lipase A, lysosomal acid type",protein-coding gene,gene with protein product,Approved,10q23.31,LAL|CESD,,Lipases,3988.0,ENSG00000107798,NM_000235
HGNC:6618,LIPB,"lipase B, lysosomal acid type",other,unknown,Approved,16,,,,3989.0,,
HGNC:6619,LIPC,"lipase C, hepatic type",protein-coding gene,gene with protein product,Approved,15q21.3,HL|HTGL,,Lipases,3990.0,ENSG00000166035,NM_000236
HGNC:52294,LIPC-AS1,LIPC antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,15q21.3,,,Antisense RNAs,101928694.0,ENSG00000259293,NR_120338
HGNC:6621,LIPE,"lipase E, hormone sensitive type",protein-coding gene,gene with protein product,Approved,19q13.2,HSL,,Lipases,3991.0,ENSG00000079435,NM_005357
HGNC:48589,LIPE-AS1,LIPE antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,19q13.2,,,Antisense RNAs,100996307.0,ENSG00000213904,NR_073179
HGNC:6622,LIPF,"lipase F, gastric type",protein-coding gene,gene with protein product,Approved,10q23.31,HGL|HLAL,,Lipases,8513.0,ENSG00000182333,NM_001198828
HGNC:6623,LIPG,"lipase G, endothelial type",protein-coding gene,gene with protein product,Approved,18q21.1,EDL,,Lipases,9388.0,ENSG00000101670,NM_006033
HGNC:18483,LIPH,lipase H,protein-coding gene,gene with protein product,Approved,3q27.2,mPA-PLA1|PLA1B|mPA-PLA1alpha|LPDLR,,Lipases,200879.0,ENSG00000163898,NM_139248
HGNC:18821,LIPI,lipase I,protein-coding gene,gene with protein product,Approved,21q11.2,PRED5|LPDL|CT17|mPA-PLA1beta|PLA1C,,Lipases,149998.0,ENSG00000188992,NM_198996
HGNC:21773,LIPJ,lipase family member J,protein-coding gene,gene with protein product,Approved,10q23.31,bA425M17.2,LIPL1,Lipases,142910.0,ENSG00000204022,NM_001010939
HGNC:23444,LIPK,lipase family member K,protein-coding gene,gene with protein product,Approved,10q23.31,bA186O14.2,LIPL2,Lipases,643414.0,ENSG00000204021,NM_001080518
HGNC:23455,LIPM,lipase family member M,protein-coding gene,gene with protein product,Approved,10q23.31,bA304I5.1,LIPL3,Lipases,340654.0,ENSG00000173239,NM_001128215
HGNC:23452,LIPN,lipase family member N,protein-coding gene,gene with protein product,Approved,10q23.31,bA186O14.3,LIPL4,Lipases,643418.0,ENSG00000204020,NM_001102469
HGNC:29569,LIPT1,lipoyltransferase 1,protein-coding gene,gene with protein product,Approved,2q11.2,MGC12290|MGC13378,,,51601.0,ENSG00000144182,NM_015929
HGNC:39278,LIPT1P1,lipoyltransferase 1 pseudogene 1,pseudogene,pseudogene,Approved,13q33.1,,,,100131188.0,ENSG00000229975,NG_021973
HGNC:37216,LIPT2,lipoyl(octanoyl) transferase 2,protein-coding gene,gene with protein product,Approved,11q13.4,,,,387787.0,ENSG00000175536,NM_001144869
HGNC:56172,LIPT2-AS1,LIPT2 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,11q13.4,,,Antisense RNAs,100287896.0,ENSG00000254837,NR_171028
HGNC:56638,LIRIL2R,lincRNA regulator of IL2RA,non-coding RNA,"RNA, long non-coding",Approved,6p25.3,,,Long non-coding RNAs with non-systematic symbols,105374869.0,ENSG00000285578,XR_007059907
HGNC:16841,LITAF,lipopolysaccharide induced TNF factor,protein-coding gene,gene with protein product,Approved,16p13.13,PIG7|SIMPLE|FLJ38636|TP53I7,,,9516.0,ENSG00000189067,NM_004862
HGNC:53927,LITAFD,LITAF domain containing,protein-coding gene,gene with protein product,Approved,16p13.2,,,,101929989.0,ENSG00000283516,NM_001395433
HGNC:49453,LITATS1,lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1,non-coding RNA,"RNA, long non-coding",Approved,1p34.3,LOC728431,LINC01137|ZC3H12A-DT,Long non-coding RNAs with non-systematic symbols,728431.0,ENSG00000233621,NR_038842
HGNC:53130,LIVAR,liver cell viability associated lncRNA,non-coding RNA,"RNA, long non-coding",Approved,18q22.2,lnc18q22.2,,Long non-coding RNAs with non-systematic symbols,102724895.0,ENSG00000266304,NR_146458
HGNC:18581,LIX1,limb and CNS expressed 1,protein-coding gene,gene with protein product,Approved,5q15,Lft,C5orf11,,167410.0,ENSG00000145721,NM_153234
HGNC:52976,LIX1-AS1,LIX1 and RIOK2 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,5q15,,,Antisense RNAs,101926893.0,ENSG00000251513,NR_187470
HGNC:28715,LIX1L,limb and CNS expressed 1 like,protein-coding gene,gene with protein product,Approved,1q21.1,MGC46719,,,128077.0,ENSG00000271601,NM_153713
HGNC:41210,LIX1L-AS1,LIX1L antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,1q21.1,,,Antisense RNAs,105371260.0,ENSG00000234222,NR_147182
HGNC:33718,LKAAEAR1,LKAAEAR motif containing 1,protein-coding gene,gene with protein product,Approved,20q13.33,,C20orf201,,198437.0,ENSG00000171695,NM_001007125
HGNC:6628,LLGL1,LLGL scribble cell polarity complex component 1,protein-coding gene,gene with protein product,Approved,17p11.2,Lgl1|Mgl1,DLG4|LLGL|HUGL|HUGL-1,WD repeat domain containing|Scribble complex|LLGL scribble cell polarity complex component family,3996.0,ENSG00000131899,NM_004140
HGNC:6629,LLGL2,LLGL scribble cell polarity complex component 2,protein-coding gene,gene with protein product,Approved,17q25.1,HGL|Hugl-2,,WD repeat domain containing|Scribble complex|LLGL scribble cell polarity complex component family,3993.0,ENSG00000073350,NM_004524
HGNC:28229,LLPH,"LLP homolog, long-term synaptic facilitation factor",protein-coding gene,gene with protein product,Approved,12q14.3,MGC14817|hLLP,C12orf31,,84298.0,ENSG00000139233,NM_032338
HGNC:50493,LLPH-DT,LLPH divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,12q14.3,,LLPH-AS1,Divergent transcripts,103625681.0,ENSG00000239335,NR_125724
HGNC:50491,LLPHP1,LLPH pseudogene 1,pseudogene,pseudogene,Approved,20p11.23,,,,106480685.0,ENSG00000270793,NG_043290
HGNC:50492,LLPHP2,LLPH pseudogene 2,pseudogene,pseudogene,Approved,21q21.3,,,,106480300.0,ENSG00000235514,NG_044256
HGNC:54775,LLPHP3,LLPH pseudogene 3,pseudogene,pseudogene,Approved,2q36.1,,,,646644.0,ENSG00000233868,NG_029252
HGNC:6631,LMAN1,"lectin, mannose binding 1",protein-coding gene,gene with protein product,Approved,18q21.32,MR60|ERGIC-53|ERGIC53|gp58|MCFD1|FMFD1,F5F8D,,3998.0,ENSG00000074695,NM_005570
HGNC:6632,LMAN1L,"lectin, mannose binding 1 like",protein-coding gene,gene with protein product,Approved,15q24.1,ERGL|ERGIC-53L,,,79748.0,ENSG00000140506,NM_021819
HGNC:16986,LMAN2,"lectin, mannose binding 2",protein-coding gene,gene with protein product,Approved,5q35.3,GP36B|VIP36,C5orf8,,10960.0,ENSG00000169223,NM_006816
HGNC:19263,LMAN2L,"lectin, mannose binding 2 like",protein-coding gene,gene with protein product,Approved,2q11.2,DKFZp564L2423|VIPL,,,81562.0,ENSG00000114988,NM_030805
HGNC:13243,LMBR1,limb development membrane protein 1,protein-coding gene,gene with protein product,Approved,7q36.3,ACHP|FLJ11665|ZRS,C7orf2,,64327.0,ENSG00000105983,NM_022458
HGNC:18268,LMBR1L,limb development membrane protein 1 like,protein-coding gene,gene with protein product,Approved,12q13.12,LIMR|FLJ10494|KIAA1174,,,55716.0,ENSG00000139636,NM_018113
HGNC:23038,LMBRD1,LMBR1 domain containing 1,protein-coding gene,gene with protein product,Approved,6q13,FLJ11240|bA810I22.1|cblF,C6orf209,,55788.0,ENSG00000168216,NM_018368
HGNC:25287,LMBRD2,LMBR1 domain containing 2,protein-coding gene,gene with protein product,Approved,5p13.2,DKFZp434H2226,,MicroRNA protein coding host genes,92255.0,ENSG00000164187,NM_001007527
HGNC:6633,LMCD1,LIM and cysteine rich domains 1,protein-coding gene,gene with protein product,Approved,3p25.3,,,LIM domain containing,29995.0,ENSG00000071282,NM_014583
HGNC:44477,LMCD1-AS1,LMCD1 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,3p26.1,,,Antisense RNAs,100288428.0,ENSG00000227110,NR_033378
HGNC:14154,LMF1,lipase maturation factor 1,protein-coding gene,gene with protein product,Approved,16p13.3,FLJ12681|JFP11|FLJ22302|TMEM112A,C16orf26|TMEM112,,64788.0,ENSG00000103227,NM_022773
HGNC:50469,LMF1-AS1,LMF1 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,16p13.3,,,Antisense RNAs,101929387.0,ENSG00000260439,NR_110945
HGNC:25096,LMF2,lipase maturation factor 2,protein-coding gene,gene with protein product,Approved,22q13.33,,TMEM153|TMEM112B,,91289.0,ENSG00000100258,NM_033200
HGNC:15991,LMLN,leishmanolysin like peptidase,protein-coding gene,gene with protein product,Approved,3q29,Gp63|Msp|LMNL1,,,89782.0,ENSG00000185621,NM_033029
HGNC:40738,LMLN-AS1,LMLN antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,3q29,,,Antisense RNAs,100873947.0,ENSG00000232832,NR_046669
HGNC:6636,LMNA,lamin A/C,protein-coding gene,gene with protein product,Approved,1q22,HGPS|MADA,LMN1|CMD1A|LGMD1B|PRO1|LMNL1,Lamins,4000.0,ENSG00000160789,NM_170707
HGNC:6637,LMNB1,lamin B1,protein-coding gene,gene with protein product,Approved,5q23.2,,,Lamins,4001.0,ENSG00000113368,NM_005573
HGNC:53089,LMNB1-DT,LMNB1 divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,5q23.2,,,Divergent transcripts,102723557.0,ENSG00000251072,NR_134485
HGNC:6638,LMNB2,lamin B2,protein-coding gene,gene with protein product,Approved,19p13.3,,LMN2,Lamins|MicroRNA protein coding host genes,84823.0,ENSG00000176619,NM_032737
HGNC:26683,LMNTD1,lamin tail domain containing 1,protein-coding gene,gene with protein product,Approved,12p12.1,FLJ36004|Pas1c1,IFLTD1,,160492.0,ENSG00000152936,NM_152590
HGNC:28561,LMNTD2,lamin tail domain containing 2,protein-coding gene,gene with protein product,Approved,11p15.5,MGC35138,C11orf35,,256329.0,ENSG00000185522,NM_173573
HGNC:41204,LMNTD2-AS1,LMNTD2 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,11p15.5,,,Antisense RNAs,692247.0,ENSG00000254815,NR_147608
HGNC:6641,LMO1,LIM domain only 1,protein-coding gene,gene with protein product,Approved,11p15.4,TTG1|RHOM1,RBTN1,LIM domain containing,4004.0,ENSG00000166407,NM_002315
HGNC:6642,LMO2,LIM domain only 2,protein-coding gene,gene with protein product,Approved,11p13,TTG2|RHOM2|RBTN2,RBTNL1,LIM domain containing,4005.0,ENSG00000135363,NM_005574
HGNC:6643,LMO3,LIM domain only 3,protein-coding gene,gene with protein product,Approved,12p12.3,Rhom-3|DAT1,RBTNL2,LIM domain containing,55885.0,ENSG00000048540,NM_018640
HGNC:6644,LMO4,LIM domain only 4,protein-coding gene,gene with protein product,Approved,1p22.3,,,LIM domain containing,8543.0,ENSG00000143013,NM_006769
HGNC:6646,LMO7,LIM domain 7,protein-coding gene,gene with protein product,Approved,13q22.2,FBX20|KIAA0858,FBXO20,LIM domain containing|PDZ domain containing,4008.0,ENSG00000136153,NM_005358
HGNC:50277,LMO7-AS1,LMO7 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,13q22.2,UCHL3-AS1,,Antisense RNAs,101927155.0,ENSG00000261105,NR_120410
HGNC:44370,LMO7DN,LMO7 downstream neighbor,non-coding RNA,"RNA, long non-coding",Approved,13q22.2,,C13orf45|LMO7DN-IT1,Long non-coding RNAs with non-systematic symbols,729420.0,ENSG00000178734,NR_164111
HGNC:6647,LMOD1,leiomodin 1,protein-coding gene,gene with protein product,Approved,1q32.1,64kD|D1|1D|SM-LMOD|SMLMOD,,Leiomodins,25802.0,ENSG00000163431,NM_012134
HGNC:58701,LMOD1-AS1,LMOD2 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,,lnc458,,Antisense RNAs,,ENSG00000223774,
HGNC:6648,LMOD2,leiomodin 2,protein-coding gene,gene with protein product,Approved,7q31.32,C-Lmod,,Leiomodins,442721.0,ENSG00000170807,NM_207163
HGNC:6649,LMOD3,leiomodin 3,protein-coding gene,gene with protein product,Approved,3p14.1,,,Leiomodins,56203.0,ENSG00000163380,NM_198271
